# Wordlist

# DATA
ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE	SUBGROUP
6651	h i l j - e	4002	meat SW flesh	Tsimu	hílye	carne	h i l j e	hílye, hánkχi			cerron2016	Uru-Chipaya
6652	h a n k χ i	4002	meat SW flesh	Tsimu	hánkχi	carne	h a n k χ i	hílye, hánkχi			cerron2016	Uru-Chipaya
6653	ai ts a	3999	meat SW flesh	Wari	aytsa	carne	ai ts a	aytsa			parkerchavez1976	Quechua
6654	eː ts a	3999	meat SW flesh	Yanac	e:tsa	carne	eː ts a	e:tsa			heggarty2005	Quechua
7494	ai tʃ a	3999	meat SW flesh	Azuay	aycha	carne	ai tʃ a	aycha				
7647	ai tʃ a	3999	meat SW flesh	Jauja	aycha		ai tʃ a	aycha				
#
5710	k i ʎ a	4054	moon	Anonimo	quilla	luna	k i ʎ a	quilla			valera1586	Quechua
5711	k i ʎ a	4054	moon	Apuri	killa	luna	k i ʎ a	killa			shimelman2017	Quechua
5712	k i ʎ a	4054	moon	Apurimac	killa	luna	k i ʎ a	killa			camacho2007	Quechua
5713	k i ʎ a	4054	moon	Arma	killa	luna	k i ʎ a	killa			galvez2003	Quechua
5714	k i ʎ a	4054	moon	Atalla	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5715	k i ʎ a	4054	moon	Ayacucho	killa	luna	k i ʎ a	killa			soto1976	Quechua
5716	k i ʎ a	4054	moon	Bobonaza	quilla	luna	k i ʎ a	quilla			orrwrisley1981	Quechua
5717	k i ʎ a	4054	moon	Cacra-Hongos	killa	luna	k i ʎ a	killa			shimelman2017	Quechua
5718	k i dʑ a	4054	moon	Chachapoyas	killa	luna	k i dʑ a	killa			taylor2006	Quechua
5719	k i ʎ a	4054	moon	Chacpar	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5720	k i dʑ a	4054	moon	Chetilla	kidya	luna	k i dʑ a	kidya			heggarty2005	Quechua
5721	h iː z -	4055	moon	Chipaya	hiiz	luna	h iː z	hiiz			heggarty2005	Uru-Chipaya
5722	k i ʎ a	4054	moon	Curva	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5723	k i ʎ a	4054	moon	Cuzco	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5724	χ i ʎ a	4054	moon	CuzquenoAntiguo	quilla	luna	χ i ʎ a	quilla			holguin1608	Quechua
5725	k i ʎ a	4054	moon	Huallaga	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5726	k i ʎ a	4054	moon	Huanca	killa	luna	k i ʎ a	killa			cerron2018	Quechua
5728	pʰ a χ s i	4056	moon	Huancane	phaχsi	luna	pʰ a χ s i	phaχsi			heggarty2005	Aymara
5729	k i ʎ a	4054	moon	Huangascar	killa	luna	k i ʎ a	killa			shimelman2017	Quechua
5730	k i ʎ a	4054	moon	HuarazHuailas	killa	luna	k i ʎ a	killa			parkerchavez1976	Quechua
5731	k i ʎ a	4054	moon	Imbabura	killa	luna	k i ʎ a	killa			gomez2009	Quechua
5732	k i ʒ a	4054	moon	Inkawasi	kiža	luna	k i ʒ a	kiža			heggarty2005	Quechua
5733	t a t iː t u	4057	moon	Iruhito	tatí:tu	luna	t a t iː t u	tatí:tu, yí:sh			cerron2016	Uru-Chipaya
5734	j iː ʃ -	4055	moon	Iruhito	yí:sh	luna	j iː ʃ	tatí:tu, yí:sh			cerron2016	Uru-Chipaya
5735	p a x ʃ i	4056	moon	Jaqaru	paxši	luna	p a x ʃ i	paxši			heggarty2005	Aymara
5736	p a x ʃ i	4056	moon	Kawki	paxši	luna	p a x ʃ i	paxši			heggarty2005	Aymara
5737	k i dʑ a	4054	moon	Lamas	killa	luna	k i dʑ a	killa			taylor2006	Quechua
5738	k i ʎ a	4054	moon	Laraos	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5739	k i ʎ a	4054	moon	Lincha-Tana	killa	luna	k i ʎ a	killa			shimelman2017	Quechua
5740	k i ʎ a	4054	moon	Maragua	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5741	k i ʎ a	4054	moon	Napo	quilla	luna	k i ʎ a	quilla			orrwrisley1981	Quechua
5742	k i l a	4054	moon	Pacaraos	kila	luna	k i l a	kila			adelaar1982	Quechua
5743	k i ʎ a	4054	moon	Pastaza	quilla	luna	k i ʎ a	quilla			landerman1973	Quechua
5744	k i ʎ a	4054	moon	Pocona	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5745	pʰ a χ s i	4056	moon	Puki	phaχsi	luna	pʰ a χ s i	phaχsi			heggarty2005	Aymara
5746	k i ʎ a	4054	moon	Puno	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5747	x i ʎ a	4054	moon	Putumayo	quilla	luna	x i ʎ a	quilla			tandioy1978	Quechua
5748	k i ʎ a	4054	moon	Raimondi	killa	luna	k i ʎ a	killa			parkerchavez1976	Quechua
5749	k i ʎ a	4054	moon	SanPedro	killa	luna	k i ʎ a	killa			shimelman2017	Quechua
5750	k i ʒ a	4054	moon	Santiagueno	killa	luna	k i ʒ a	killa			juanatey2021	Quechua
5751	k i ʎ a	4054	moon	SantoTomas	quilla	luna	k i ʎ a	quilla			santotomas1951	Quechua
5752	k i ʎ a	4054	moon	Serena	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5753	pʰ a χ s i	4056	moon	Sullkatiti	phaχsi	luna	pʰ a χ s i	phaχsi			heggarty2005	Aymara
5754	k i ʎ a	4054	moon	Taquile	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
5755	k i l a	4054	moon	Tarma	kila	luna	k i l a	kila			adelaar1977	Quechua
5756	k i ʒ a	4054	moon	Troje	kiža	luna	k i ʒ a	kiža			heggarty2005	Quechua
5757	p a χ s eː	4056	moon	Tsimu	páχse:	luna	p a χ s eː	páχse:, tš’í:si				Uru-Chipaya
5758	tʃ’ iː s i	4055	moon	Tsimu	tš’í:si	luna	tʃ’ iː s i	páχse:, tš’í:si				Uru-Chipaya
5759	k i ʎ a	4054	moon	Wari	killa	luna	k i ʎ a	killa			parkerchavez1976	Quechua
5760	k i ʎ a	4054	moon	Yanac	kiλa	luna	k i ʎ a	kiλa			heggarty2005	Quechua
7478	k i ʎ a	4054	moon	Azuay	quilla	luna	k i ʎ a	quilla				
7648	k i ʎ a	4054	moon	Jauja	killa		k i ʎ a	killa				
#
6015	ɔ r k ɔ	4106	mountain	Anonimo	orco	cerro	ɔ r k ɔ	orco			valera1586	Quechua
6016	o ɾ q u	4106	mountain	Apuri	urqu	cerro	o ɾ q u	urqu			shimelman2017	Quechua
6017	o r q o	4106	mountain	Apurimac	orqo	cerro	o r q o	orqo			camacho2007	Quechua
6018	q i r k a	195	mountain	Apurimac	qirka	cerro	q i r k a	qirka			camacho2007	Quechua
6019	u ɾ χ u	4106	mountain	Arma	urqu	cerro	u ɾ χ u	urqu			galvez2003	Quechua
6020	u r ɢ u	4106	mountain	Atalla	urġu	cerro	u r ɢ u	urġu			heggarty2005	Quechua
6021	o ɾ χ o	4106	mountain	Ayacucho	orqo	cerro	o ɾ χ o	orqo			soto1976	Quechua
6022	u r k u	4106	mountain	Bobonaza	urcu	cerro	u r k u	urcu			orrwrisley1981	Quechua
6023	o l q u	4106	mountain	Cacra-Hongos	urqu	cerro	o l q u	urqu			shimelman2017	Quechua
6024	u r k u	4106	mountain	Chachapoyas	urku	cerro	u r k u	urku			taylor2006	Quechua
6025	q a q a	193	mountain	Chacpar	qaqa	cerro	q a q a	qaqa			heggarty2005	Quechua
6026	u r q u	4106	mountain	Chetilla	urqu	cerro	u r q u	urqu			heggarty2005	Quechua
6027	k u r u	243	mountain	Chipaya	kuru	cerro	k u r u	kuru			heggarty2005	Uru-Chipaya
6028	u r q u	4106	mountain	Curva	urqu	cerro	u r q u	urqu			heggarty2005	Quechua
6029	u r q u	4106	mountain	Cuzco	urqu	cerro	u r q u	urqu			heggarty2005	Quechua
6030	u r χ u	4106	mountain	CuzquenoAntiguo	orcco	cerro	u r χ u	orcco			holguin1608	Quechua
6031	h i r k a	195	mountain	Huallaga	hirka	cerro	h i r k a	hirka			heggarty2005	Quechua
6032	u l ʔ u	4106	mountain	Huanca	ulqu	cerro	u l ʔ u	ulqu				Quechua
6033	q u ʎ u	243	mountain	Huancane	quλu	cerro	q u ʎ u	quλu			heggarty2005	Aymara
6034	o ɾ q u	4106	mountain	Huangascar	urqu	cerro	o ɾ q u	urqu			shimelman2017	Quechua
6035	o ɾ q u	4106	mountain	HuarazHuailas	orqu	cerro	o ɾ q u	orqu			parkerchavez1976	Quechua
6036	u ɾ k u	4106	mountain	Imbabura	urku	cerro	u ɾ k u	urku			gomez2009	Quechua
6037	χ a ʁ a	193	mountain	Inkawasi	χaγa	cerro	χ a ʁ a	χaγa			heggarty2005	Quechua
6038	oː χ sʰ a	4107	mountain	Iruhito	ó:χsʰá	cerro	oː χ sʰ a	ó:χsʰá			cerron2016	Uru-Chipaya
6039	q aː q a	193	mountain	Jaqaru	qa:qa	cerro	q aː q a	qa:qa			heggarty2005	Aymara
6040	q a q a	193	mountain	Kawki	qaqa	cerro	q a q a	qaqa			heggarty2005	Aymara
6041	u r k u	4106	mountain	Lamas	urku	cerro	u r k u	urku			taylor2006	Quechua
6042	u r q u	4106	mountain	Laraos	urqu	cerro	u r q u	urqu			heggarty2005	Quechua
6043	o ɾ q u	4106	mountain	Lincha-Tana	urqu	cerro	o ɾ q u	urqu			shimelman2017	Quechua
6044	u r q u	4106	mountain	Maragua	urqu	cerro	u r q u	urqu			heggarty2005	Quechua
6045	u r k u	4106	mountain	Napo	urcu	cerro	u r k u	urcu			orrwrisley1981	Quechua
6046	x i ɾ k a	195	mountain	Pacaraos	hirka	cerro	x i ɾ k a	hirka		ya en desuso	adelaar1982	Quechua
6047	u r k u	4106	mountain	Pastaza	urcu	cerro	u r k u	urcu			landerman1973	Quechua
6048	u r ʁ u	4106	mountain	Pocona	urγu	cerro	u r ʁ u	urγu			heggarty2005	Quechua
6049	q u ʎ u	243	mountain	Puki	quλu	cerro	q u ʎ u	quλu			heggarty2005	Aymara
6050	u r q u	4106	mountain	Puno	urqu	cerro	u r q u	urqu			heggarty2005	Quechua
6051	s a tʃ u k u	4108	mountain	Putumayo	sachucu	cerro	s a tʃ u k u	sachucu			tandioy1978	Quechua
6052	o ɾ q u	4106	mountain	Raimondi	orqu	cerro	o ɾ q u	orqu			parkerchavez1976	Quechua
6053	o ɾ q u	4106	mountain	SanPedro	urqu	cerro	o ɾ q u	urqu			shimelman2017	Quechua
6054	o ɾ q o	4106	mountain	Santiagueno	orqo	cerro	o ɾ q o	orqo			juanatey2021	Quechua
6055	u r k o	4106	mountain	SantoTomas	vrco	cerro	u r k o	vrco, caca			santotomas1951	Quechua
6056	k a k a	193	mountain	SantoTomas	caca	cerro	k a k a	vrco, caca			santotomas1951	Quechua
6057	u r k u	4106	mountain	Serena	urku	cerro	u r k u	urku			heggarty2005	Quechua
6058	q u ʎ u	243	mountain	Sullkatiti	quλu	cerro	q u ʎ u	quλu			heggarty2005	Aymara
6059	u r q u	4106	mountain	Taquile	urqu	cerro	u r q u	urqu			heggarty2005	Quechua
6060	x i ɾ k a	195	mountain	Tarma	hirka	cerro	x i ɾ k a	hirka			adelaar1977	Quechua
6061	u r k u	4106	mountain	Troje	urku	cerro	u r k u	urku			heggarty2005	Quechua
6062	oː χ s ai	4107	mountain	Tsimu	ó:χsái	cerro	oː χ s ai	ó:χsái			cerron2016	Uru-Chipaya
6063	x i ɾ k a	195	mountain	Wari	hirka	cerro	x i ɾ k a	hirka			parkerchavez1976	Quechua
6064	q a q a	193	mountain	Yanac	qaqa	cerro	q a q a	qaqa			heggarty2005	Quechua
7483	u ɾ k u	4106	mountain	Azuay	urcu	cerro	u ɾ k u	urcu				
7649	u l ʔ u	4106	mountain	Jauja	ulqu		u l ʔ u	ulqu				
#
4621	h u k u + tʃ a	4157	mouse	Anonimo	hucucha	ratón	h u k u + tʃ a	hucucha			valera1586	Quechua
4622	- u k u + tʃ a	4157	mouse	Apuri	ukucha	ratón	u k u + tʃ a	ukucha			shimelman2017	Quechua
4623	h u k u + tʃ a	4157	mouse	Apurimac	hukucha	ratón	h u k u + tʃ a	hukucha, qukucha, ukucha			camacho2007	Quechua
4624	q u k u + tʃ a	4157	mouse	Apurimac	qukucha	ratón	q u k u + tʃ a	hukucha, qukucha, ukucha			camacho2007	Quechua
4625	- u k u + tʃ a	4157	mouse	Apurimac	ukucha	ratón	u k u + tʃ a	hukucha, qukucha, ukucha			camacho2007	Quechua
4626	- u k u + tʃ a	4157	mouse	Arma	ukucha	ratón	u k u + tʃ a	ukucha			galvez2003	Quechua
4627	- u k u + tʃ a	4157	mouse	Atalla	uku.ča	ratón	u k u + tʃ a	uku.ča			heggarty2005	Quechua
4628	- u k u + tʃ a	4157	mouse	Ayacucho	ukucha	ratón	u k u + tʃ a	ukucha			soto1976	Quechua
4629	- u k u + tʃ a	4157	mouse	Bobonaza	ucucha	ratón	u k u + tʃ a	ucucha			orrwrisley1981	Quechua
4630	- u k u + tʃ a	4157	mouse	Cacra-Hongos	ukucha	ratón	u k u + tʃ a	ukucha			shimelman2017	Quechua
4631	- u - - + tʃ a	4157	mouse	Chachapoyas	ucha	ratón	u + tʃ a	ucha			taylor2006	Quechua
4632	- u k u + ʃ	4157	mouse	Chacpar	uku.š	ratón	u k u + ʃ	uku.š			heggarty2005	Quechua
4633	- u k u + tʃ a	4157	mouse	Chetilla	uku.ča	ratón	u k u + tʃ a	uku.ča			heggarty2005	Quechua
4634	a tʃ u k u	49	mouse	Chipaya	ačuku	ratón	a tʃ u k u	ačuku, ačiku			heggarty2005	Uru-Chipaya
4635	a tʃ i k u	49	mouse	Chipaya	ačiku	ratón	a tʃ i k u	ačuku, ačiku			heggarty2005	Uru-Chipaya
4636	h u kʼ u + tʃ a	4157	mouse	Curva	huk'u.ča	ratón	h u kʼ u + tʃ a	huk'u.ča			heggarty2005	Quechua
4637	h u kʼ u + tʃ a	4157	mouse	Cuzco	huk'u.ča	ratón	h u kʼ u + tʃ a	huk'u.ča			heggarty2005	Quechua
4638	h u k u + tʃ a	4157	mouse	CuzquenoAntiguo	hucucha	ratón	h u k u + tʃ a	hucucha			holguin1608	Quechua
4639	- u k u + tʃ a	4157	mouse	Huallaga	uku.ča	ratón	u k u + tʃ a	uku.ča			heggarty2005	Quechua
4640	- u k u + ʂ	4157	mouse	Huanca	ukush	ratón	u k u + ʂ	ukush				Quechua
4641	a tʃ a k u	49	mouse	Huancane	ačaku	ratón	a tʃ a k u	ačaku			heggarty2005	Aymara
4642	- u k u + tʃ a	4157	mouse	Huangascar	ukucha	ratón	u k u + tʃ a	ukucha			shimelman2017	Quechua
4643	- u k u + tʃ a	4157	mouse	Imbabura	ukucha	ratón	u k u + tʃ a	ukucha			gomez2009	Quechua
4644	- u k u + tʃ a	4157	mouse	Inkawasi	uk.ča	ratón	u k u + tʃ a	uk(u).ča			heggarty2005	Quechua
4645	h u tʃ q a	34	mouse	Jaqaru	hučqa	ratón	h u tʃ q a	hučqa			heggarty2005	Aymara
4646	h u tʃ q a	34	mouse	Kawki	hučqa	ratón	h u tʃ q a	hučqa			heggarty2005	Aymara
4647	- u k u + tʃ a	4157	mouse	Lamas	ukucha	ratón	u k u + tʃ a	ukucha			taylor2006	Quechua
4648	- u k u + ʃ	4157	mouse	Laraos	uku.š	ratón	u k u + ʃ	uku.š			heggarty2005	Quechua
4649	- u k u + tʃ a	4157	mouse	Lincha-Tana	ukucha	ratón	u k u + tʃ a	ukucha			shimelman2017	Quechua
4650	h u kʼ u + tʃ a	4157	mouse	Maragua	huk'u.ča	ratón	h u kʼ u + tʃ a	huk'u.ča			heggarty2005	Quechua
4651	- u k u + tʃ a	4157	mouse	Napo	ucucha	ratón	u k u + tʃ a	ucucha			orrwrisley1981	Quechua
4652	- u k u + ʃ	4157	mouse	Pacaraos	ukush	ratón	u k u + ʃ	ukush, ukucha			adelaar1982	Quechua
4653	- u k u + tʃ a	4157	mouse	Pacaraos	ukucha	ratón	u k u + tʃ a	ukush, ukucha			adelaar1982	Quechua
4654	- u k u + tʃ a	4157	mouse	Pastaza	ucucha	ratón	u k u + tʃ a	ucucha			landerman1973	Quechua
4655	h u kʼ u + tʃ a	4157	mouse	Pocona	huk'u.ča	ratón	h u kʼ u + tʃ a	huk'u.ča			heggarty2005	Quechua
4656	a tʃ a k u	49	mouse	Puki	ačaku	ratón	a tʃ a k u	ačaku			heggarty2005	Aymara
4657	h u kʼ u + tʃ a	4157	mouse	Puno	huk'u.ča	ratón	h u kʼ u + tʃ a	huk'u.ča			heggarty2005	Quechua
4658	- u k u + tʃ a	4157	mouse	Putumayo	ucucha	ratón	u k u + tʃ a	ucucha			tandioy1978	Quechua
4659	- u k u + tʃ a	4157	mouse	SanPedro	ukucha	ratón	u k u + tʃ a	ukucha			shimelman2017	Quechua
4660	- u x u + tʃ a	4157	mouse	Santiagueno	ukucha	ratón	u x u + tʃ a	ukucha			juanatey2021	Quechua
4661	- u k u + tʃ a	4157	mouse	SantoTomas	vcucha	ratón	u k u + tʃ a	vcucha			santotomas1951	Quechua
4662	- u k u + tʃ a	4157	mouse	Serena	uku.ča	ratón	u k u + tʃ a	uku.ča			heggarty2005	Quechua
4663	a tʃ a k u	49	mouse	Sullkatiti	ačaku	ratón	a tʃ a k u	ačaku			heggarty2005	Aymara
4664	h u kʼ u + tʃ a	4157	mouse	Taquile	huk'u.ča	ratón	h u kʼ u + tʃ a	huk'u.ča			heggarty2005	Quechua
4665	- u g u + tʃ	4157	mouse	Tarma	uguš	ratón	u g u + tʃ	uguš			adelaar1977	Quechua
4666	- u k u + tʃ a	4157	mouse	Troje	uku.ča	ratón	u k u + tʃ a	uku.ča			heggarty2005	Quechua
4667	- u k u + ʃ	4157	mouse	Yanac	uku.š	ratón	u k u + ʃ	uku.š			heggarty2005	Quechua
7458	- u k u + tʃ a	4157	mouse	Azuay	ucu-cha	ratón	u k u + tʃ a	ucu-cha				
7650	- u k u + ʂ	4157	mouse	Jauja	ukush		u k u + ʂ	ukush				
#
3485	s i m i	4220	mouth	Anonimo	ʃimi	boca	s i m i	ʃimi			valera1586	Quechua
3486	ʃ i m i	4220	mouth	Apuri	shimi	boca	ʃ i m i	shimi			shimelman2017	Quechua
3487	s i m i	4220	mouth	Apurimac	simi	boca	s i m i	simi			camacho2007	Quechua
3488	s i m i	4220	mouth	Arma	simi	boca	s i m i	simi			galvez2003	Quechua
3489	s i m i	4220	mouth	Atalla	simi	boca	s i m i	simi			heggarty2005	Quechua
3490	s i m i	4220	mouth	Ayacucho	simi	boca	s i m i	simi			soto1976	Quechua
3491	ʃ i m i	4220	mouth	Bobonaza	shimi	boca	ʃ i m i	shimi			orrwrisley1981	Quechua
3492	ʃ i m i	4220	mouth	Cacra-Hongos	shimi	boca	ʃ i m i	shimi			shimelman2017	Quechua
3493	ʃ i m i	4220	mouth	Chachapoyas	shimi	boca	ʃ i m i	shimi			taylor2006	Quechua
3494	ʃ i m i	4220	mouth	Chacpar	šimi	boca	ʃ i m i	šimi			heggarty2005	Quechua
3495	ʃ i m i	4220	mouth	Chetilla	šimi	boca	ʃ i m i	šimi			heggarty2005	Quechua
3496	a t a	4221	mouth	Chipaya	ata	boca	a t a	ata			heggarty2005	Uru-Chipaya
3497	s i m i	4220	mouth	Curva	simi	boca	s i m i	simi			heggarty2005	Quechua
3498	s i m i	4220	mouth	Cuzco	simi	boca	s i m i	simi			heggarty2005	Quechua
3499	s i m i	4220	mouth	CuzquenoAntiguo	simi	boca	s i m i	simi			holguin1608	Quechua
3500	ʃ i m i	4220	mouth	Huallaga	šimi	boca	ʃ i m i	šimi			heggarty2005	Quechua
3501	ʃ i m i	4220	mouth	Huanca	shimi	boca	ʃ i m i	shimi				Quechua
3502	l a k a	4222	mouth	Huancane	laka	boca	l a k a	laka			heggarty2005	Aymara
3503	ʃ i m i	4220	mouth	Huangascar	shimi	boca	ʃ i m i	shimi			shimelman2017	Quechua
3504	ʃ i m i	4220	mouth	HuarazHuailas	shimi	boca	ʃ i m i	shimi			parkerchavez1976	Quechua
3505	ʃ i m i	4220	mouth	Imbabura	shimi	boca	ʃ i m i	shimi			gomez2009	Quechua
3506	ʃ i m i	4220	mouth	Inkawasi	šimi	boca	ʃ i m i	šimi			heggarty2005	Quechua
3507	a: t a	4221	mouth	Iruhito	á:ta	boca	a: t a	á:ta			cerron2016	Uru-Chipaya
3508	ʃ i m i	4220	mouth	Jaqaru	šimi	boca	ʃ i m i	šimi			heggarty2005	Aymara
3509	s i m i	4220	mouth	Kawki	simi	boca	s i m i	simi			heggarty2005	Aymara
3510	ʃ i m i	4220	mouth	Lamas	shimi	boca	ʃ i m i	shimi			taylor2006	Quechua
3511	ʃ i m i	4220	mouth	Laraos	šimi	boca	ʃ i m i	šimi			heggarty2005	Quechua
3512	ʃ i m i	4220	mouth	Lincha-Tana	shimi	boca	ʃ i m i	shimi			shimelman2017	Quechua
3513	s i m i	4220	mouth	Maragua	simi	boca	s i m i	simi			heggarty2005	Quechua
3514	ʃ i m i	4220	mouth	Napo	shimi	boca	ʃ i m i	shimi			orrwrisley1981	Quechua
3515	ʃ i m i	4220	mouth	Pacaraos	shimi	boca	ʃ i m i	shimi			adelaar1982	Quechua
3516	ʃ i m i	4220	mouth	Pastaza	shimi	boca	ʃ i m i	shimi			landerman1973	Quechua
3517	s i m i	4220	mouth	Pocona	simi	boca	s i m i	simi			heggarty2005	Quechua
3518	l a k a	4222	mouth	Puki	laka	boca	l a k a	laka			heggarty2005	Aymara
3519	s i m i	4220	mouth	Puno	simi	boca	s i m i	simi			heggarty2005	Quechua
3520	s i m i	4220	mouth	Putumayo	simi	boca	s i m i	simi			tandioy1978	Quechua
3521	ʃ i m i	4220	mouth	SanPedro	shimi	boca	ʃ i m i	shimi			shimelman2017	Quechua
3522	s i m i	4220	mouth	Santiagueno	simi	boca	s i m i	simi			juanatey2021	Quechua
3523	s i m i	4220	mouth	SantoTomas	ʃimi	boca	s i m i	ʃimi, ximi			santotomas1951	Quechua
3524	ʃ i m i	4220	mouth	SantoTomas	ximi	boca	ʃ i m i	ʃimi, ximi			santotomas1951	Quechua
3525	ʃ i m i	4220	mouth	Serena	šimi	boca	ʃ i m i	šimi			heggarty2005	Quechua
3526	l a k a	4222	mouth	Sullkatiti	laka	boca	l a k a	laka			heggarty2005	Aymara
3527	s i m i	4220	mouth	Taquile	simi	boca	s i m i	simi			heggarty2005	Quechua
3528	ʃ i m i	4220	mouth	Tarma	šimi	boca	ʃ i m i	šimi				Quechua
3529	ʃ i m i	4220	mouth	Troje	šimi	boca	ʃ i m i	šimi			heggarty2005	Quechua
3530	a: t a	4221	mouth	Tsimu	á:ta	boca	a: t a	á:ta			cerron2016	Uru-Chipaya
3531	ʃ i m i	4220	mouth	Wari	shimi	boca	ʃ i m i	shimi			parkerchavez1976	Quechua
3532	ʃ i m i	4220	mouth	Yanac	šimi	boca	ʃ i m i	šimi			heggarty2005	Quechua
7437	ʃ i m i	4220	mouth	Azuay	shimi	boca	ʃ i m i	shimi				
7651	ʃ i m i	4220	mouth	Jauja	shimi		ʃ i m i	shimi				
#
5266	s̺ u t - i	4269	name	Anonimo	suti	nombre	s̺ u t i	suti			valera1586	Quechua
5267	s u t - i	4269	name	Apuri	suti	nombre	s u t i	suti			shimelman2017	Quechua
5268	s u t - i	4269	name	Apurimac	suti	nombre	s u t i	suti			camacho2007	Quechua
5269	s u t - i	4269	name	Arma	suti	nombre	s u t i	suti			galvez2003	Quechua
5270	s u t - i	4269	name	Atalla	suti	nombre	s u t i	suti			heggarty2005	Quechua
5271	s u t - i	4269	name	Ayacucho	suti	nombre	s u t i	suti			soto1976	Quechua
5272	ʃ u t - i	4269	name	Bobonaza	shuti	nombre	ʃ u t i	shuti			orrwrisley1981	Quechua
5273	h u t - i	4269	name	Cacra-Hongos	suti	nombre	h u t i	suti			shimelman2017	Quechua
5274	ʃ u t - i	4269	name	Chachapoyas	shuti	nombre	ʃ u t i	shuti			taylor2006	Quechua
5275	h u t - i	4269	name	Chacpar	huti	nombre	h u t i	huti			heggarty2005	Quechua
5276	ʃ u t - i	4269	name	Chetilla	šuti	nombre	ʃ u t i	šuti			heggarty2005	Quechua
5277	tʰ uː -	19	name	Chipaya	thuu	nombre	tʰ uː	thuu			heggarty2005	Uru-Chipaya
5278	s u t - i	4269	name	Curva	suti	nombre	s u t i	suti			heggarty2005	Quechua
5279	s u t - i	4269	name	Cuzco	suti	nombre	s u t i	suti			heggarty2005	Quechua
5280	s u t - i	4269	name	CuzquenoAntiguo	ʃuti	nombre	s u t i	ʃuti			holguin1608	Quechua
5281	h u t - i	4269	name	Huallaga	huti	nombre	h u t i	huti			heggarty2005	Quechua
5282	s u t - i	4269	name	Huanca	suti	nombre	s u t i	suti			cerron2018	Quechua
5283	s u t - i	4269	name	Huancane	suti	nombre	s u t i	suti			heggarty2005	Aymara
5284	s u t - i	4269	name	Huangascar	suti	nombre	s u t i	suti			shimelman2017	Quechua
5285	x u t - i	4269	name	HuarazHuailas	huti	nombre	x u t i	huti			parkerchavez1976	Quechua
5286	ʃ u t - i	4269	name	Imbabura	shuti	nombre	ʃ u t i	shuti			gomez2009	Quechua
5287	ʃ u t - i	4269	name	Inkawasi	šuti	nombre	ʃ u t i	šuti			heggarty2005	Quechua
5288	t uː -	19	name	Iruhito	tu:	nombre	t uː	tu:			cerron2016	Uru-Chipaya
5289	ʃ u t j i	4269	name	Jaqaru	šutyi	nombre	ʃ u t j i	šutyi			heggarty2005	Aymara
5290	ʃ u t j i	4269	name	Kawki	šutyi	nombre	ʃ u t j i	šutyi			heggarty2005	Aymara
5291	ʃ u t - i	4269	name	Lamas	shuti	nombre	ʃ u t i	shuti			taylor2006	Quechua
5292	s u t - i	4269	name	Laraos	suti	nombre	s u t i	suti			heggarty2005	Quechua
5293	s u t - i	4269	name	Lincha-Tana	suti	nombre	s u t i	suti			shimelman2017	Quechua
5294	s u t - i	4269	name	Maragua	suti	nombre	s u t i	suti			heggarty2005	Quechua
5295	ʃ u t - i	4269	name	Napo	shuti	nombre	ʃ u t i	shuti			orrwrisley1981	Quechua
5296	x u t - i	4269	name	Pacaraos	huti	nombre	x u t i	huti			adelaar1982	Quechua
5297	ʃ u t - i	4269	name	Pastaza	shuti	nombre	ʃ u t i	shuti			landerman1973	Quechua
5298	s u t - i	4269	name	Pocona	suti	nombre	s u t i	suti			heggarty2005	Quechua
5299	s u t - i	4269	name	Puki	suti	nombre	s u t i	suti			heggarty2005	Aymara
5300	s u t - i	4269	name	Puno	suti	nombre	s u t i	suti			heggarty2005	Quechua
5301	s u t - i	4269	name	Putumayo	suti	nombre	s u t i	suti			tandioy1978	Quechua
5302	x u t - i	4269	name	Raimondi	huti	nombre	x u t i	huti			parkerchavez1976	Quechua
5303	s u t - i	4269	name	SanPedro	suti	nombre	s u t i	suti			shimelman2017	Quechua
5304	s u t - i	4269	name	Santiagueno	suti	nombre	s u t i	suti			juanatey2021	Quechua
5305	χ u t - i	4269	name	SantoTomas	xuti	nombre	χ u t i	xuti			santotomas1951	Quechua
5306	ʃ u t - i	4269	name	Serena	šuti	nombre	ʃ u t i	šuti			heggarty2005	Quechua
5307	s u t - i	4269	name	Sullkatiti	suti	nombre	s u t i	suti			heggarty2005	Aymara
5308	s u t - i	4269	name	Taquile	suti	nombre	s u t i	suti			heggarty2005	Quechua
5309	χ o t - i	4269	name	Tarma	xuti	nombre	χ o t i	xuti			adelaar1977	Quechua
