DOCULECT	FORM	SOURCE
Wari	winay	parkerchavez1976
Yanac	unta	heggarty2005
Anonimo	chuʃʃac 	valera1586
Apuri		shimelman2017
Apurimac	chin	camacho2007
Apurimac	chusaq	camacho2007
Apurimac	llatan	camacho2007
Arma		galvez2003
Atalla	vaciyo	heggarty2005
Ayacucho	talli	soto1976
Bobonaza	chushaj	orrwrisley1981
Cacra-Hongos		shimelman2017
Chachapoyas		taylor2006
Chacpar	hine:.λa	heggarty2005
Chetilla	idya.x	heggarty2005
Chipaya	laa-chi	heggarty2005
Curva	č'usa.χ	heggarty2005
Cuzco	č'usa.χ	heggarty2005
CuzquenoAntiguo	chhuʃʃac 	holguin1608
Huallaga	ha:ku.χ	heggarty2005
Huanca	ha:kuʔ	cerron2018
Huancane	č'usa	heggarty2005
Huangascar		shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	chushaj	gomez2009
Inkawasi	čun.dža	heggarty2005
Iruhito		cerron2016
Jaqaru	ha:ma	heggarty2005
Kawki	hama	heggarty2005
Lamas	talliy	park1976
Laraos	iλa.χ	heggarty2005
Lincha-Tana	hitra	shimelman2017
Maragua	č'usa.χ	heggarty2005
Napo	chushaj	orrwrisley1981
Pacaraos	ilaa-	adelaar1982
Pastaza	chusha	landerman1973
Pocona	č'usa.χ	heggarty2005
Puki	č'usa	heggarty2005
Puno	č'usa.χ	heggarty2005
Putumayo	chusa, sumbu	tandioy1978
Raimondi	waylla	parkerchavez1976
SanPedro		shimelman2017
Santiagueno	chusaq	juanatey2021
SantoTomas	ch’usa	santotomas1951
Serena	čuša.x	heggarty2005
Sullkatiti	č'usa	heggarty2005
Taquile	č'usa.χ	heggarty2005
Tarma	ila	adelaar1977
Troje	čuša.x (.ža)	heggarty2005
Tsimu		cerron2016
Wari	waylla	parkerchavez1976
Yanac	ina.λa	heggarty2005
Anonimo	llaʃʃac	valera1586
Apuri	llasa	shimelman2017
Apurimac	llasa	camacho2007
Apurimac	panra	camacho2007
Apurimac	qasupa, qatupa	camacho2007
Arma	llasaq	galvez2003
Atalla	λasa	heggarty2005
Ayacucho	llasaq	soto1976
Bobonaza	llashaj	orrwrisley1981
Cacra-Hongos	llasa	shimelman2017
Chachapoyas	llasha	taylor2006
Chacpar	lasa	heggarty2005
Chetilla	dyaša	heggarty2005
Chipaya	liksi; phapsa	heggarty2005
Curva	λasa	heggarty2005
Cuzco	λasa	heggarty2005
CuzquenoAntiguo	llaʃʃak	holguin1608
Huallaga	lasa.	heggarty2005
Huanca	llasaʔ	cerron2018
Huancane	hathi	heggarty2005
Huangascar	llasa	shimelman2017
HuarazHuailas	lasaq	parkerchavez1976
Imbabura	llashaj	gomez2009
Inkawasi	žaša	heggarty2005
Iruhito		cerron2016
Jaqaru	piski	heggarty2005
Kawki	piski	heggarty2005
Lamas	llasha	taylor2006
Laraos	λasa	heggarty2005
Lincha-Tana	llasa	shimelman2017
Maragua	λasa	heggarty2005
Napo	llashaj	orrwrisley1981
Pacaraos	lasa	adelaar1982
Pastaza	llasha	landerman1973
Pocona	λasa	heggarty2005
Puki	hathi	heggarty2005
Puno	λasa	heggarty2005
Putumayo	llasa	tandioy1978
Raimondi	lasaq	parkerchavez1976
SanPedro	llasa	shimelman2017
Santiagueno	lasaq	juanatey2021
SantoTomas	llaʃayani	santotomas1951
Serena	λaša	heggarty2005
Sullkatiti	hathi	heggarty2005
Taquile	λasa	heggarty2005
Tarma	lasa	adelaar1977
Troje	žaša	heggarty2005
Tsimu		cerron2016
Wari	lasaq	parkerchavez1976
Yanac	lasa	heggarty2005
Anonimo	chuʃʃaclla	valera1586
Apuri		shimelman2017
Apurimac	challa	camacho2007
Apurimac	panqa	camacho2007
Arma		galvez2003
Atalla	λa.χi.λa	heggarty2005
Ayacucho	sampa	soto1976
Bobonaza	pangalla	orrwrisley1981
Cacra-Hongos		shimelman2017
Chachapoyas		taylor2006
Chacpar	ankaš	heggarty2005
Chipaya	khezhi	heggarty2005
Curva	suxa	heggarty2005
Cuzco	čhaλa	heggarty2005
CuzquenoAntiguo	huayray, huaman	holguin1608
Huallaga	ankaš	heggarty2005
Huanca	hakya	cerron2018
Huancane	suxa, suxa.λa	heggarty2005
Huangascar		shimelman2017
HuarazHuailas	aleeri	parkerchavez1976
Imbabura	fangalla	gomez2009
Inkawasi	lapša	heggarty2005
Iruhito		cerron2016
Jaqaru	hama	heggarty2005
Kawki	hama	heggarty2005
Lamas	utka	park1976
Laraos	šakya.λa	heggarty2005
Lincha-Tana		shimelman2017
Maragua	čhaλa	heggarty2005
Napo	pangalla	orrwrisley1981
Pacaraos		adelaar1982
Pastaza	pangalla	landerman1973
Pocona	pisi.λa	heggarty2005
Puki	phisna	heggarty2005
Puno	suxa	heggarty2005
Putumayo	mana llasa	tandioy1978
Raimondi	aleeri	parkerchavez1976
SanPedro		shimelman2017
Santiagueno	mana lasaq	juanatey2021
SantoTomas	guayra	santotomas1951
Serena	panga.λa	heggarty2005
Sullkatiti	phisna	heggarty2005
Tarma	an̊kaš	adelaar1977
Troje	pangi.ža	heggarty2005
Tsimu		cerron2016
Wari		parkerchavez1976
Yanac	ankaš	heggarty2005
Anonimo	caru	valera1586
Apuri	karu	shimelman2017
Apurimac	karu, qaru	camacho2007
Arma	karu	galvez2003
Atalla	karu	heggarty2005
Ayacucho	karu	soto1976
Bobonaza	caru	orrwrisley1981
Cacra-Hongos	karu	shimelman2017
Chachapoyas	karu	taylor2006
Chacpar	karu	heggarty2005
Chetilla	karu	heggarty2005
Chipaya	azhkin(a); nakhu	heggarty2005
Curva	karu	heggarty2005
Cuzco	karu	heggarty2005
CuzquenoAntiguo	caru	holguin1608
Huallaga	karu	heggarty2005
Huanca	kalu	cerron2018
Huancane	haya	heggarty2005
Huangascar	karu	shimelman2017
HuarazHuailas	karu	parkerchavez1976
Imbabura	karu	gomez2009
Inkawasi	karu	heggarty2005
Iruhito	ask	cerron2016
Jaqaru	haya	heggarty2005
Kawki	haya	heggarty2005
Lamas	karu	taylor2006
Laraos	karu	heggarty2005
Lincha-Tana	karu	shimelman2017
Maragua	karu	heggarty2005
Napo	caru	orrwrisley1981
Pacaraos	karu	adelaar1982
Pastaza	caru	landerman1973
Pastaza	chipi	landerman1973
Pocona	karu	heggarty2005
Puki	haya	heggarty2005
Puno	karu	heggarty2005
Putumayo	caru	tandioy1978
Raimondi	karu	parkerchavez1976
SanPedro	karu	shimelman2017
Santiagueno	karu	juanatey2021
SantoTomas	caro	santotomas1951
Serena	karu	heggarty2005
Sullkatiti	haya	heggarty2005
Taquile	karu	heggarty2005
Tarma	karu	adelaar1977
Troje	karu	heggarty2005
Tsimu	áskis	cerron2016
Wari	karu	parkerchavez1976
Yanac	largu	heggarty2005
Anonimo	rupac, coñi pacha	valera1586
Apuri	quni	shimelman2017
Apurimac	qoñi	camacho2007
Arma	quñi	galvez2003
Atalla	χuni (.λa)	heggarty2005
Ayacucho	qoñi	soto1976
Bobonaza	rupaj	orrwrisley1981
Cacra-Hongos	quni	shimelman2017
Chachapoyas	kuñu	taylor2006
Chacpar	ača.q	heggarty2005
Chetilla	quñu.χ	heggarty2005
Chipaya	qutñi	heggarty2005
Curva	λiχti	heggarty2005
Cuzco	q'uñi	heggarty2005
CuzquenoAntiguo	rupac, ccoñi	holguin1608
Huallaga	aka.χ	heggarty2005
Huanca	unuʔ, hunuʔ	cerron2018
Huancane	hunt'u	heggarty2005
Huangascar	quni	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	kunkulla	gomez2009
Inkawasi	χuñu.χ	heggarty2005
Iruhito	shí:	cerron2016
Jaqaru	hunĉ'u	heggarty2005
Kawki	hunĉ'u	heggarty2005
Lamas	kuñu	taylor2006
Laraos	aka.ča.q	heggarty2005
Lincha-Tana	quni	shimelman2017
Maragua	q'uñi	heggarty2005
Napo	rupaj	orrwrisley1981
Pacaraos	quñu	adelaar1982
Pastaza	ɾupa	landerman1973
Pocona	rupha, řupha	heggarty2005
Puki	hunt'u	heggarty2005
Puno	q'uñi	heggarty2005
Putumayo	cunu, rupa	tandioy1978
Raimondi		parkerchavez1976
SanPedro	quni	shimelman2017
Santiagueno	rupaq	juanatey2021
SantoTomas	rupay	santotomas1951
Serena	rupa.k	heggarty2005
Sullkatiti	hunt'u	heggarty2005
Taquile	thaka	heggarty2005
Tarma	aka, xunu	adelaar1977
Troje	kunu.x, kunu.x.ža	heggarty2005
Tsimu	sí:ya	cerron2016
Wari		parkerchavez1976
Yanac	ača.ča.q	heggarty2005
Anonimo	chiri	valera1586
Apuri	chiri, alalay	shimelman2017
Apurimac	chiri	camacho2007
Apurimac	qasa	camacho2007
Arma	chiri	galvez2003
Atalla	čiri	heggarty2005
Ayacucho	chiri	soto1976
Bobonaza	chiri	orrwrisley1981
Cacra-Hongos	alalay	shimelman2017
Chachapoyas	chiri	taylor2006
Chacpar	ala	heggarty2005
Chetilla	čiri	heggarty2005
Chipaya	saki	heggarty2005
Curva	čiri	heggarty2005
Cuzco	čiri	heggarty2005
CuzquenoAntiguo	chiri	holguin1608
Huallaga	qasa	heggarty2005
Huanca	alala:kuʔ	cerron2018
Huancane	thaya	heggarty2005
Huangascar	chiri, alalay	shimelman2017
HuarazHuailas	alaalay	parkerchavez1976
Imbabura	chiri	gomez2009
Inkawasi	xasa	heggarty2005
Iruhito	hí:pu:	cerron2016
Jaqaru	ats'iki	heggarty2005
Kawki	haĉ'iki	heggarty2005
Lamas	chiri	taylor2006
Laraos	ala.la	heggarty2005
Lincha-Tana	alalay	shimelman2017
Maragua	čiri	heggarty2005
Napo	chiri	orrwrisley1981
Pacaraos	alalay	adelaar1982
Pastaza	chiri	landerman1973
Pocona	čiri	heggarty2005
Puki	thaya	heggarty2005
Puno	čiri	heggarty2005
Putumayo	chiri	tandioy1978
Raimondi	alaalay	parkerchavez1976
SanPedro	chiri, alalay	shimelman2017
Santiagueno	chiri	juanatey2021
SantoTomas	chiri	santotomas1951
Serena	čiri	heggarty2005
Sullkatiti	thaya	heggarty2005
Taquile	čiri	heggarty2005
Tarma	alala	adelaar1977
Troje	čiri	heggarty2005
Tsimu	kí:pu:	cerron2016
Wari	alaalay	parkerchavez1976
Yanac	ala.la	heggarty2005
Anonimo	chaqui chaquiʃca	valera1586
Apuri	chaki	shimelman2017
Apurimac	chaki	camacho2007
Apurimac	qawi	camacho2007
Arma	chaki	galvez2003
Atalla	čaki	heggarty2005
Ayacucho	chaki	soto1976
Bobonaza	chaquichina	orrwrisley1981
Cacra-Hongos	chaki	shimelman2017
Chachapoyas	chaki	taylor2006
Chacpar	tsaki	heggarty2005
Chetilla	čaki	heggarty2005
Chipaya	qhutñi, qhuñi	heggarty2005
Curva	č'aki	heggarty2005
Cuzco	č'aki	heggarty2005
CuzquenoAntiguo	chhaqque	holguin1608
Huallaga	čaki	heggarty2005
Huanca	tʃaki	cerron2018
Huancane	waña	heggarty2005
Huangascar	chaki	shimelman2017
HuarazHuailas	tsaki	parkerchavez1976
Imbabura	chakishka	gomez2009
Inkawasi	čaki	heggarty2005
Iruhito	khóñi	cerron2016
Jaqaru	ča:ki	heggarty2005
Kawki	čaki	heggarty2005
Lamas	chaki	taylor2006
Laraos	čaki	heggarty2005
Lincha-Tana	chaki	shimelman2017
Maragua	č'aki	heggarty2005
Napo	chaquichina	orrwrisley1981
Pacaraos	saki	adelaar1982
Pastaza	chaquishca	landerman1973
Pocona	č'aki	heggarty2005
Puki	waña	heggarty2005
Puno	č'aki	heggarty2005
Putumayo	chaquisca, tusta	tandioy1978
Raimondi	tsaki	parkerchavez1976
SanPedro	chaki	shimelman2017
Santiagueno	chaki	juanatey2021
SantoTomas	ch’aki	santotomas1951
Serena	čaki.ška	heggarty2005
Sullkatiti	waña	heggarty2005
Taquile	č'aki	heggarty2005
Tarma	čagi	adelaar1977
Troje	čaki.ška	heggarty2005
Tsimu	hándžis, hiuáña	cerron2016
Wari	tsaki	parkerchavez1976
Yanac	tsaki	heggarty2005
Anonimo	paña	valera1586
Apuri	alliq	shimelman2017
Apurimac		camacho2007
Arma	alliq	galvez2003
Atalla	aλi.χ	heggarty2005
Ayacucho	alleq	soto1976
Bobonaza	ali 	orrwrisley1981
Cacra-Hongos	alliq	shimelman2017
Chachapoyas	alli	taylor2006
Chacpar	dereča	heggarty2005
Chetilla	adžin	heggarty2005
Chipaya	zhewa	heggarty2005
Curva	paña	heggarty2005
Cuzco	paña	heggarty2005
CuzquenoAntiguo	paña	holguin1608
Huallaga	dereča	heggarty2005
Huanca	allaʔway	cerron2018
Huancane	kupi	heggarty2005
Huangascar	alliq	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	ali	gomez2009
Inkawasi	adži	heggarty2005
Iruhito		cerron2016
Jaqaru	derecha	heggarty2005
Kawki	derecha	heggarty2005
Lamas	alli	taylor2006
Laraos	aλi	heggarty2005
Lincha-Tana	alliq	shimelman2017
Maragua	paña	heggarty2005
Napo	ali maqui	orrwrisley1981
Pacaraos		adelaar1982
Pastaza	cusca	landerman1973
Pocona	paña	heggarty2005
Puki	kupi	heggarty2005
Puno	dereča	heggarty2005
Putumayo	allima	tandioy1978
Raimondi		parkerchavez1976
SanPedro	alliq	shimelman2017
Santiagueno	qella	juanatey2021
SantoTomas	paña maqui	santotomas1951
Serena	ali	heggarty2005
Sullkatiti	kupi	heggarty2005
Taquile	paña	heggarty2005
Tarma		adelaar1977
Troje	aži	heggarty2005
Tsimu	huíli halántahalánta	cerron2016
Wari		parkerchavez1976
Yanac	dereča	heggarty2005
Anonimo	miʃqui, ñucñu	valera1586
Apuri	mishki	shimelman2017
Apurimac	miski	camacho2007
Arma	miski	galvez2003
Atalla	miski	heggarty2005
Ayacucho	miski	soto1976
Bobonaza	mishqui	orrwrisley1981
Cacra-Hongos	mishki	shimelman2017
Chachapoyas	miski	taylor2006
Chacpar	miški	heggarty2005
Chetilla	miški	heggarty2005
Chipaya	mazq'a	heggarty2005
Curva	misk'i	heggarty2005
Cuzco	misk'i	heggarty2005
CuzquenoAntiguo	mizqqui, ñucñu	holguin1608
Huallaga	miški, miškiχ	heggarty2005
Huanca	miʃki	cerron2018
Huancane	muχsa, musq'a,	heggarty2005
Huangascar	mishki	shimelman2017
HuarazHuailas	mishky	parkerchavez1976
Imbabura	mishki	gomez2009
Inkawasi	ñuk(ə)ñu	heggarty2005
Iruhito		cerron2016
Jaqaru	muxsa	heggarty2005
Kawki	musa	heggarty2005
Lamas	miski	taylor2006
Laraos	miški	heggarty2005
Lincha-Tana	mishki	shimelman2017
Maragua	misk'i	heggarty2005
Napo	mishqui	orrwrisley1981
Pacaraos	mishki	adelaar1982
Pastaza	mishqui	landerman1973
Pocona	misk'i	heggarty2005
Puki	musq'a, muχsa	heggarty2005
Puno	misk'i	heggarty2005
Putumayo	misqui, dusi	tandioy1978
Raimondi	mishky	parkerchavez1976
SanPedro	mishki	shimelman2017
Santiagueno	mishki	juanatey2021
SantoTomas	mizque	santotomas1951
Serena	miški	heggarty2005
Sullkatiti	muχsa, musq'a	heggarty2005
Taquile	misk'i	heggarty2005
Tarma	mišgi	adelaar1977
Troje	miški	heggarty2005
Tsimu		cerron2016
Wari	mishky	parkerchavez1976
Yanac	miški	heggarty2005
Anonimo	cuʃsi	valera1586
Apuri	kushi	shimelman2017
Apurimac	kusa, kusi	camacho2007
Arma	kusi	galvez2003
Atalla	kusi	heggarty2005
Ayacucho	kusi	soto1976
Bobonaza	cushi	orrwrisley1981
Cacra-Hongos	kushi	shimelman2017
Chachapoyas	kushi	taylor2006
Chacpar	kuši	heggarty2005
Chetilla	kuši	heggarty2005
Chipaya	kuzi (.λa)	heggarty2005
Curva	kusi	heggarty2005
Cuzco	kusi	heggarty2005
CuzquenoAntiguo	cuʃsi	holguin1608
Huallaga	kuši	heggarty2005
Huanca	hawkalla	cerron2018
Huanca	kuʃilla	cerron2018
Huanca	hilis, huwilis	cerron2018
Huancane	kusi	heggarty2005
Huangascar	kushi	shimelman2017
HuarazHuailas	kushi	parkerchavez1976
Imbabura	kushilla	gomez2009
Inkawasi	kuši	heggarty2005
Iruhito		cerron2016
Jaqaru	kušu (.ku.)	heggarty2005
Kawki	kušu (.ku.)	heggarty2005
Lamas	kushi	taylor2006
Laraos	kuši	heggarty2005
Lincha-Tana	kushi	shimelman2017
Maragua	kusi	heggarty2005
Napo	cushi	orrwrisley1981
Pacaraos	kushi-ku	adelaar1982
Pastaza	cushi	landerman1973
Pocona	kusi	heggarty2005
Puki	kusi	heggarty2005
Puno	kusi	heggarty2005
Putumayo		tandioy1978
Raimondi	kushi	parkerchavez1976
SanPedro	kushi	shimelman2017
Santiagueno	kusi	juanatey2021
SantoTomas	cuʃsicuq	santotomas1951
Serena	kuši	heggarty2005
Sullkatiti	kusi	heggarty2005
Taquile	kusi	heggarty2005
Tarma	kuši	adelaar1977
Troje	kuši	heggarty2005
Tsimu		cerron2016
Wari	kushi	parkerchavez1976
Yanac	kuši	heggarty2005
Anonimo	moʃoc	valera1586
Apuri	mushuq	shimelman2017
Apurimac	mosoq, musuq	camacho2007
Arma	musuq	galvez2003
Atalla	musuχ	heggarty2005
Ayacucho	mosoq	soto1976
Bobonaza	mushuj	orrwrisley1981
Cacra-Hongos	mushuq	shimelman2017
Chachapoyas	mushuk	taylor2006
Chacpar	mušuχ	heggarty2005
Chetilla	mušuχ	heggarty2005
Chipaya	ewu	heggarty2005
Curva	musuχ	heggarty2005
Cuzco	musuχ	heggarty2005
CuzquenoAntiguo	muʃok	holguin1608
Huallaga	mušuχ	heggarty2005
Huanca	muŝuʔ	cerron2018
Huancane	mačaqa	heggarty2005
Huangascar	mushuq	shimelman2017
HuarazHuailas	mushoq	parkerchavez1976
Imbabura	mushuj	gomez2009
Inkawasi	mušux	heggarty2005
Iruhito		cerron2016
Jaqaru	mačaqa	heggarty2005
Kawki	mačaqa	heggarty2005
Lamas	mushuk	taylor2006
Laraos	mušuq	heggarty2005
Lincha-Tana	mushuq	shimelman2017
Maragua	musuχ	heggarty2005
Napo	mushuj	orrwrisley1981
Pacaraos	mushuq	adelaar1982
Pastaza	mushu	landerman1973
Pocona	musuχ	heggarty2005
Puki	mačaqa	heggarty2005
Puno	musuχ	heggarty2005
Putumayo	musu	tandioy1978
Raimondi	mushoq	parkerchavez1976
SanPedro	mushuq	shimelman2017
Santiagueno	mosoq	juanatey2021
SantoTomas	mussoc	santotomas1996
Serena	mušux	heggarty2005
Sullkatiti	mačaqa	heggarty2005
Taquile	musuχ	heggarty2005
Tarma	mušux	adelaar1977
Troje	mušux	heggarty2005
Tsimu		cerron2016
Wari	mushoq	parkerchavez1976
Yanac	mušuq	heggarty2005
Anonimo	rini ricuni	valera1586
Apuri	aywa-	shimelman2017
Apuri	ri-	shimelman2017
Apurimac	ri	camacho2007
Arma	ri	galvez2003
Atalla	ri.	heggarty2005
Ayacucho	ri	soto1976
Bobonaza	rina	orrwrisley1981
Cacra-Hongos	aywa-	shimelman2017
Cacra-Hongos	ri-	shimelman2017
Chachapoyas	ri	taylor2006
Chacpar	e:wa	heggarty2005
Chetilla	ri	heggarty2005
Chipaya	oqh.z	heggarty2005
Curva	ri.	heggarty2005
Cuzco	ri.	heggarty2005
CuzquenoAntiguo	ri	holguin1608
Huallaga	away	heggarty2005
Huanca	liy	cerron2018
Huanca	puliy	cerron2018
Huanca	patrkay	cerron2018
Huancane	sara.	heggarty2005
Huangascar	aywa-	shimelman2017
Huangascar	ri-	shimelman2017
HuarazHuailas	ayway	parkerchavez1976
Imbabura	rina	gomez2009
Inkawasi	ri., ři	heggarty2005
Iruhito		cerron2016
Jaqaru	maxa.	heggarty2005
Kawki	maxa.	heggarty2005
Lamas	ri	taylor2006
Laraos	ri	heggarty2005
Lincha-Tana	aywa-	shimelman2017
Lincha-Tana	ri-	shimelman2017
Maragua	ri.	heggarty2005
Napo	rina	orrwrisley1981
Pacaraos	ri	adelaar1982
Pastaza	ɾina	landerman1973
Pocona	ri.	heggarty2005
Puki	sara.	heggarty2005
Puno	ri.	heggarty2005
Putumayo	ri	tandioy1978
Raimondi	ayway	parkerchavez1976
SanPedro	aywa-	shimelman2017
SanPedro	ri-	shimelman2017
Santiagueno	riy	juanatey2021
SantoTomas	rini	santotomas1951
Serena	ri.	heggarty2005
Sullkatiti	sara.	heggarty2005
Taquile	ri.	heggarty2005
Tarma	away	adelaar1977
Troje	ri	heggarty2005
Tsimu		cerron2016
Wari	ayway	parkerchavez1976
Yanac	e:wa	heggarty2005
Anonimo	hamuni	valera1586
Apuri	hamu-	shimelman2017
Apurimac	hamu, qamu	camacho2007
Arma	hamu	galvez2003
Atalla	ha.mu.	heggarty2005
Ayacucho	hamu	soto1976
Bobonaza	shamuna	orrwrisley1981
Cacra-Hongos	hamu-	shimelman2017
Chachapoyas	shamu	taylor2006
Chacpar	ša.mu.	heggarty2005
Chetilla	ša.mu.	heggarty2005
Chipaya	thon.z	heggarty2005
Curva	ha.mu.	heggarty2005
Cuzco	ha.mu.	heggarty2005
CuzquenoAntiguo	hamuni	holguin1608
Huallaga	ša.mu.	heggarty2005
Huanca	ŝamuy	cerron2018
Huancane	huta.	heggarty2005
Huangascar	hamu-	shimelman2017
HuarazHuailas	shamuy	parkerchavez1976
Imbabura	shamuna	gomez2009
Inkawasi	ša.mu.	heggarty2005
Iruhito		cerron2016
Jaqaru	uxta.	heggarty2005
Kawki	uxta., usta.	heggarty2005
Lamas	shamu	taylor2006
Laraos	ha.mu.	heggarty2005
Lincha-Tana	hamu-	shimelman2017
Maragua	ha.mu.	heggarty2005
Napo	shamuna	orrwrisley1981
Pacaraos	sha-mu	adelaar1982
Pastaza	shamuna	landerman1973
Pocona	ha.mu.	heggarty2005
Puki	hutha.	heggarty2005
Puno	ha.mu.	heggarty2005
Putumayo	samu	tandioy1978
Raimondi	shamuy	parkerchavez1976
SanPedro	hamu-	shimelman2017
Santiagueno	amuy	juanatey2021
SantoTomas	xamuni	santotomas1951
Serena	ša.mu.	heggarty2005
Sullkatiti	huta.	heggarty2005
Taquile	ha.mu.	heggarty2005
Tarma	šamu	adelaar1977
Troje	ša.mu.	heggarty2005
Tsimu		cerron2016
Wari	shamuy	parkerchavez1976
Yanac	ša.mu.	heggarty2005
Anonimo	purini	valera1586
Apuri	itri	shimelman2017
Apurimac	puri	camacho2007
Arma	puri, ichi	galvez2003
Atalla	puri.	heggarty2005
Ayacucho	puri, ichi	soto1976
Bobonaza	purina	orrwrisley1981
Cacra-Hongos	itri	shimelman2017
Chachapoyas	puri	taylor2006
Chacpar	puri.	heggarty2005
Chetilla	puri.	heggarty2005
Chipaya	oqh.z	heggarty2005
Curva	puri.	heggarty2005
Cuzco	puri.	heggarty2005
CuzquenoAntiguo	purini	holguin1608
Huallaga	puri.	heggarty2005
Huanca	puliy	cerron2018
Huanca	hapay	cerron2018
Huanca	tuŝtuy	cerron2018
Huancane	sar.na.qa.	heggarty2005
Huangascar	itri	shimelman2017
HuarazHuailas	andar	parkerchavez1976
Imbabura	purina	gomez2009
Inkawasi	puri.	heggarty2005
Iruhito		cerron2016
Jaqaru	wasa.	heggarty2005
Kawki	wasa.	heggarty2005
Lamas	puri	taylor2006
Laraos	puri.	heggarty2005
Lincha-Tana	itri	shimelman2017
Maragua	puri.	heggarty2005
Napo	purina	orrwrisley1981
Pacaraos	puri	adelaar1982
Pastaza	purina	landerman1973
Pocona	puri.	heggarty2005
Puki	sar.na.qa.	heggarty2005
Puno	puri.	heggarty2005
Putumayo	puri	tandioy1978
Raimondi	puriy	parkerchavez1976
SanPedro	itri	shimelman2017
Santiagueno	puriy	juanatey2021
SantoTomas	porini.gui	santotomas1951
Serena	puri.	heggarty2005
Sullkatiti	sar.na.qa.	heggarty2005
Taquile	puri.	heggarty2005
Tarma	puri	adelaar1977
Troje	puri.	heggarty2005
Tsimu		cerron2016
Wari	puriy	parkerchavez1976
Yanac	puri.	heggarty2005
Anonimo	ʃayacuni	valera1586
Apuri	saya	shimelman2017
Apurimac	saya	camacho2007
Arma	saya	galvez2003
Atalla	sa.ya.	heggarty2005
Ayacucho	saya	soto1976
Bobonaza	shayarina	orrwrisley1981
Cacra-Hongos	saya	shimelman2017
Chachapoyas	shaya	taylor2006
Chacpar	še:.	heggarty2005
Chetilla	ša.ya.	heggarty2005
Chipaya	zhaa-z	heggarty2005
Curva	sa.ya.	heggarty2005
Cuzco	sa.ya.	heggarty2005
CuzquenoAntiguo	sayacuni	holguin1608
Huallaga	ša.ya.	heggarty2005
Huanca	sa:kuy, sa:kulay	cerron2018
Huancane	sa.ya.	heggarty2005
Huangascar	sayari	shimelman2017
HuarazHuailas	shaakuy	parkerchavez1976
Imbabura	shayarina	gomez2009
Inkawasi	ša.ya.	heggarty2005
Iruhito		cerron2016
Jaqaru	sa.ya.	heggarty2005
Kawki	sa.ya.	heggarty2005
Lamas	shaya	taylor2006
Laraos	sa.ya.	heggarty2005
Lincha-Tana	sayari	shimelman2017
Maragua	sa.ya.	heggarty2005
Napo	shayarina	orrwrisley1981
Pacaraos	tratra	adelaar1982
Pastaza	shayana	landerman1973
Pocona	sa.ya.	heggarty2005
Puki	sa.ya.	heggarty2005
Puno	sa.ya.	heggarty2005
Putumayo	sayacu	tandioy1978
Raimondi	shaakuy	parkerchavez1976
SanPedro	sayari	shimelman2017
Santiagueno	sayay	juanatey2021
SantoTomas	ʃayacuni	santotomas1951
Serena	ša.ya.	heggarty2005
Sullkatiti	sa.ya.	heggarty2005
Taquile	sa.ya.	heggarty2005
Tarma	šaya	adelaar1977
Troje	ša.ya.	heggarty2005
Tsimu		cerron2016
Wari	shaakuy	parkerchavez1976
Yanac	ša:.	heggarty2005
Anonimo	tiani, tiacuni, tiaycuni	valera1586
Apuri	tiya	shimelman2017
Apurimac	tiya	camacho2007
Apurimac	pachi	camacho2007
Arma	tiya	galvez2003
Atalla	tiya.	heggarty2005
Ayacucho	tiya	soto1976
Bobonaza	tiarina	orrwrisley1981
Cacra-Hongos	tiya	shimelman2017
Chachapoyas	tiya	taylor2006
Chacpar	hama.	heggarty2005
Chetilla	tiya.	heggarty2005
Chipaya	hul.z	heggarty2005
Curva	tiya.	heggarty2005
Cuzco	tiya.	heggarty2005
CuzquenoAntiguo	tiyani	holguin1608
Huallaga	hama.	heggarty2005
Huanca	ta:kuy, ta:kulay	cerron2018
Huancane	ut'.	heggarty2005
Huangascar	tiya	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	tiyarina	gomez2009
Inkawasi	ta.	heggarty2005
Iruhito		cerron2016
Jaqaru	uth. (.nuqu)	heggarty2005
Kawki	šuka.	heggarty2005
Lamas	tiya	taylor2006
Laraos	tiya.	heggarty2005
Lincha-Tana	tiya	shimelman2017
Maragua	tiya.	heggarty2005
Napo	tiarina	orrwrisley1981
Pacaraos	kuka-raa, chapa-raa, tayku	adelaar1982
Pastaza	tirayina	landerman1973
Pocona	tiya.	heggarty2005
Puki	čuku.	heggarty2005
Puno	tiya.	heggarty2005
Putumayo	tiacu	tandioy1978
Raimondi		parkerchavez1976
SanPedro	tiya	shimelman2017
Santiagueno	tiyakuy	juanatey2021
SantoTomas	tiani, tiacuni	santotomas1951
Serena	tya.	heggarty2005
Sullkatiti	qunu.	heggarty2005
Taquile	tiya.	heggarty2005
Tarma	ta:ku	adelaar1977
Troje	tiya.	heggarty2005
Tsimu		cerron2016
Wari		parkerchavez1976
Yanac	ama.	heggarty2005
Anonimo	huaytani	valera1586
Apuri		shimelman2017
Apurimac		camacho2007
Arma		galvez2003
Atalla	sambu.λa.	heggarty2005
Ayacucho	nadya	soto1976
Bobonaza	huaitana	orrwrisley1981
Cacra-Hongos		shimelman2017
Chachapoyas	wayta	taylor2006
Chacpar	nada.	heggarty2005
